"longitude","latitude"
2725827.18453708,1250156.77536185
2683305.77568732,1246716.98691766
2552430.15535195,1202188.31420167
2740544.31389373,1215961.60746481
2784885.85476538,1140242.15298228
2537867.50818537,1188311.97675933
2753369.92427553,1167556.66617897
2643782.70657507,1187216.80713958
2500519.38924663,1118251.70697368
2733741.37150656,1148434.5423133
2628536.21841353,1170115.64468795
2689426.58646557,1166286.52829156
2500623.71590858,1117873.9788688
2614545.79440482,1136025.32252733
2693620.50742768,1184788.08254563
2623715.15445169,1096206.2623308
2675067.45737065,1209825.80875063
2624869.76407842,1096688.00223094
2675596.43242404,1209423.7868871
2572374.7743508,1108065.77495898
2666253.60846637,1211409.10575153
2530054.96390456,1188687.18035094
2631809.56270911,1249765.32250403
2630869.10352867,1156335.26861634
2683421.60813176,1246806.68082545
2774922.82664806,1142288.41924322
2730401.01178717,1252765.29209756
2578486.02515845,1182467.5186155
2500451.5583026,1118163.76792644
2554220.60846859,1113885.47959546
2824580.90554575,1174720.6430701
2645433.73366289,1121862.04193127
2780909.63138145,1188430.18903127
2641134.98991294,1141650.74850112
2501565.44001863,1144843.16322967
2576127.71706795,1146679.28620102
2625835.39560521,1140109.75765915
2634023.077117,1156988.57508783
2756581.16526657,1190213.8889923
2689660.67397396,1210383.69310785
2554072.16148659,1145462.12978298
2711739.33257752,1114911.42037186
2688602.36673745,1173700.71904258
2675573.15141167,1176004.91752012
2645852.53058932,1258944.42548839
2617245.44008474,1175586.82069113
2795226.41770983,1165763.03189072
2693047.81571075,1179629.7934441
2617685.28907651,1175448.35940455
2688234.76447019,1281685.33216568
2707890.07800438,1099728.21702487
2673644.68964891,1185852.48967045
2656407.34128378,1236435.81025554
2560395.74159196,1141318.9591486
2503539.17218168,1133673.60136156
2745174.07886477,1218528.21536815
2606844.35259236,1202976.47158503
2635364.24963409,1103796.93072301
2652448.06302616,1258137.70152925
2620214.54401463,1263006.41157574
2689072.66122643,1256698.5108602
2576627.94377316,1147207.02457284
2749074.84427544,1252231.10514623
2719827.63362584,1097474.00702184
2567605.08521122,1135224.78268198
2717141.88471068,1096069.46530897
2677217.19242835,1225711.69752072
2625643.25251072,1170981.50663614
2679391.26968749,1210463.94648114
2687039.05033465,1156642.60635782
2561497.49567557,1204448.6644614
2760489.47738463,1190589.04686162
2660991.39663248,1177868.74198727
2666130.07134708,1211674.34355252
2564453.38365377,1142394.05650471
2655096.1097384,1112964.71025494
2640397.16295261,1173489.055421
2756306.67892936,1208008.82391278
2574022.66417266,1161399.48573868
2684257.94933693,1245260.47778496
2632121.31331314,1156791.70756822
2644785.29399688,1176181.92780121
2600908.53866346,1185792.27594209
2679608.46200159,1212082.99354025
2746475.69055411,1246622.41722354
2780564.85605694,1189588.90944705
2695103.91773834,1243759.1850185
2677597.55926075,1225814.49049516
2780105.69974289,1189767.81022198
2564465.95324461,1142544.05783985
2676490.46774699,1251311.96165813
2626727.05783582,1092468.3565092
2816588.62168831,1170145.20320541
2805061.5675299,1128100.13440321
2672688.72729211,1158915.53503778
2773471.1888743,1174680.48818251
2631556.14582672,1170399.76271295
2686091.29991506,1157046.88536093
2679380.21229127,1245011.14091919
2623387.09938873,1095694.84318278
2629791.95532681,1115204.07518556
2782362.9685678,1155766.46784382
2671157.24564878,1205285.54182576
2682992.95134621,1246565.37923767
2568311.07925554,1168965.81825069
2526394.95601456,1149360.81556422
2636776.1508269,1107002.40480182
2762307.9340397,1179124.44151128
2683354.95626241,1247382.94540823
2667255.03322431,1211965.76418507
2675278.32343403,1265119.35194355
2641757.2906445,1155277.99297297
2631897.04327461,1086870.50698712
2596723.31454154,1136857.07682084
2606987.1806495,1123080.95363908
2689529.44320258,1153568.05928121
2573827.59732133,1109146.74634755
2609782.44681477,1143999.88845293
2758158.97704638,1250163.09993226
2621758.18616425,1093260.11579279
2622843.68293846,1172048.21644415
2683589.2063624,1246643.03124136
2620977.53141602,1093315.74217531
2623890.72258837,1096189.93985211
2615596.38993474,1159958.03360226
2661920.82433853,1203445.44683338
2557404.15401821,1159330.41816634
2776780.7217054,1166995.45306646
2602873.84208128,1093122.88721335
2642916.16582741,1169409.48158307
2820278.24812796,1206080.79055005
2687130.34240298,1154436.83812281
2781866.58534966,1185440.25824289
2624326.23322935,1093532.18473918
2761481.82078691,1134485.1020007
2798522.69312324,1143200.76397464
2631596.23185511,1171870.17470959
2723335.51965067,1279801.06574619
2654399.27131158,1225898.80463277
2666166.0876688,1211510.08587314
2641357.44524144,1157601.87580748
2749142.36454109,1238704.33253115
2666670.21330499,1211630.88276294
2572807.76398208,1146350.898998
2678149.93733191,1210829.79489521
2679551.21872711,1244836.41642592
2560713.29493984,1140419.75509178
2717328.42673375,1095802.21131295
2576655.41886125,1198850.53638305
2744199.74789765,1234848.7798022
2582747.15448021,1167874.79900676
2705210.91665657,1114060.59498198
2666152.29284583,1211541.17433573
2786200.71225505,1155839.76672643
2650991.29883572,1264387.67546295
2622552.02934951,1211937.83269695
2744191.20046315,1234907.62522993
2645532.6463707,1163877.93004031
2645725.87008981,1176646.26452059
2690767.55005832,1193035.08687169
2776734.91916366,1167528.59990085
2749238.17810478,1238962.97980222
2679524.60128814,1244820.82615869
2630995.56879684,1255976.71808895
2626745.26525851,1092487.11277611
2644265.30975686,1161627.41093316
2587539.7203977,1165098.93901243
2690368.5541053,1195405.01114832
2635155.88406501,1172376.86380196
2659489.55067336,1173864.11360124
2726484.6562473,1199201.32322829
2551356.9179115,1138200.25573821
2783448.84871113,1152942.65957867
2771284.17497604,1173048.5353754
2548892.15056149,1147850.59226842
2705139.78876352,1192120.9500842
2754908.82455579,1239295.06820908
2717920.8685991,1109580.68358944
2811996.01727835,1184541.15829121
2672991.31478044,1158719.19704517
2745835.78507809,1271009.3704592
2537719.80580619,1150918.31619551
2751592.08758618,1254606.18787395
2777981.18380732,1144275.33489772
2759330.55466211,1177139.57457658
2760587.79185422,1198171.50390171
2662467.14642381,1203176.86174075
2806617.4722206,1142153.82346579
2601965.65584253,1197718.2170687
2546659.6966957,1149195.68275666
2646698.33978176,1168158.78651972
2704890.03410166,1281240.13759203
2560648.65988018,1140964.89837356
2550695.18687635,1147074.36046425
2666362.42491597,1211818.90131285
2722593.16929542,1087510.19036314
2527783.39417503,1151467.28087824
2689414.13090697,1165687.9799064
2579201.36885537,1079793.44922919
2749113.82955389,1206396.08983062
2683405.57590034,1246791.77773905
2559821.99127353,1143089.55107418
2623136.47414422,1097135.06855997
2617073.43404452,1091670.05539794
2713204.1390828,1199880.10492986
2615808.53728589,1173120.06970528
2611563.54874228,1114239.12813339
2538111.11634294,1152355.49931927
2559282.3617124,1142426.84070808
2599589.63182799,1112799.31387203
2645351.76656594,1130734.3295976
2560747.2444546,1140390.74112931
2689720.84544579,1166466.68952777
2626315.61740558,1173683.57020485
2688511.09237676,1173324.69849295
2649949.63361483,1141523.8207975
2645827.65606141,1163769.89077253
2719835.11830979,1095586.28279586
2623607.54639304,1153394.89709516
2635951.52772909,1166873.83189777
2690061.68051493,1153706.4101912
2698370.3669527,1150824.69901848
2560738.18783545,1140405.02966166
2748775.90635252,1237020.3617842
2750352.43837418,1234824.68889868
2672850.95474682,1146583.56627229
2569823.31151582,1141576.31471888
2689702.44361293,1166406.82293537
2640019.20223858,1260800.88239679
2499092.34803024,1118305.15371534
2758339.25044992,1264230.72171548
2648360.66809341,1167813.41058379
2500625.4624736,1118294.8793733
2630649.83861913,1156354.82649683
2627019.82592153,1094866.2217399
2680209.2374681,1236497.90089816
2781510.15636004,1149134.80717127
2542539.80607656,1150199.27781046
2641751.68635647,1155256.60981295
2686482.11886483,1157008.90893856
2617636.01452684,1148821.69520526
2715026.53571021,1154036.56279986
2640064.45865372,1159424.96464318
2559286.80075446,1142730.63206382
2695031.58465408,1108654.04234536
2722649.11117049,1087875.91199764
2639839.34242559,1158626.39409106
2741025.68007589,1226511.97744465
2683377.83883848,1246803.39630152
2564649.70270483,1142382.67190584
2617908.50511569,1162188.11572675
2569420.43850959,1094327.93503236
2784894.57329103,1152352.40453642
2578038.03165728,1089266.40789085
2774175.0026826,1162660.42098005
2574083.8292933,1169822.92986882
2647953.24437494,1125561.0452768
2716673.22325493,1094321.13874728
2665084.71437036,1211543.32511542
2500951.74446514,1118422.38541096
2822430.7344192,1207450.47500145
2624776.78754237,1092470.67343525
2559319.08316101,1142503.52031395
2618352.58021024,1170742.74581604
2560016.95251309,1142161.44722532
2709830.72783046,1104316.46615491
2708751.33918977,1254829.70201781
2799304.02947678,1139188.84684935
2679500.90696724,1212108.46461266
2624199.3280576,1167242.07357781
2748511.98932803,1237272.32329745
2807564.05623747,1125062.22912654
2639889.05584378,1160124.16028313
2740682.86520278,1219953.6922302
2610814.45606104,1106036.46476689
2636947.81143078,1161516.8892911
2644896.85016353,1107900.68773222
2599093.60916571,1095538.43361311
2500371.7670224,1118123.05605096
2615118.8908118,1177096.76478164
2591702.74060606,1165145.38524517
2567895.2205558,1097085.47525421
2650784.55517692,1167382.83194419
2635352.17479916,1103798.19447973
2761371.75024436,1179439.6762305
2805032.63267259,1128289.13094209
2595260.54083034,1226632.3414219
2634628.71958588,1160672.89896737
2827065.98846722,1183166.95649957
2675977.88056282,1175151.19497246
2574231.43158667,1084039.42572826
2562696.86903235,1100562.38524283
2646519.00713269,1168298.1367082
2636799.88683456,1161600.0260917
2620905.03584976,1086951.08871111
2622593.53736283,1150991.37980324
2640521.95912302,1158264.09436093
2635458.4818272,1167194.96034963
2668402.70708199,1157668.71920756
2561108.55806272,1102062.37591574
2667035.19829872,1211940.16337215
2500939.30812072,1118407.69101362
2631593.3650406,1171891.72631364
2623882.671088,1096485.28193469
2686435.59817749,1156969.43962112
2743516.76870997,1188413.10680327
2678116.48335733,1210854.03903073
2807448.46733692,1142995.5633936
2621109.6432992,1149489.49096983
2704594.79468452,1116986.13436581
2631588.27106564,1171856.79265426
2602183.72658085,1128120.26899024
2761597.95174208,1204764.77254445
2814322.33754095,1196254.66522385
2635039.59006953,1167764.35503598
2684708.9751445,1245060.64281609
2784005.14781864,1208575.3785769
2566787.97465533,1123035.56107753
2551686.44200117,1147341.4563664
2500529.2131665,1119017.57871789
2509254.39759001,1118626.14299109
2623441.10417764,1095931.95009007
2566095.92527271,1100799.64303349
2538703.26390236,1150761.01551313
2712656.25384786,1094831.19054361
2685267.92374523,1136275.08955714
2558961.84474839,1142382.55070731
2569957.52555762,1100514.33303939
2632141.10228392,1168282.32761143
2580074.57980032,1080431.85787209
2639073.06095236,1161769.65746696
2631128.96031771,1169878.38005903
2631270.21016447,1170097.44739291
2632500.56242601,1104807.13252695
2627960.97595064,1168183.84710362
2623959.32230061,1096431.77768491
2640000.82405388,1159416.0926707
2615944.75897483,1145893.56237354
2638884.26868979,1204379.05008097
2636005.10187047,1160386.48980423
2759120.16827517,1254278.08928855
2778259.67261074,1144524.23073622
2559837.58403392,1143088.22408651
2690303.31465053,1167969.21743415
2598764.82625373,1133230.52667885
2626931.4335274,1094953.98675161
2786549.1879011,1154223.76988039
2688117.06714254,1196890.81433568
2706623.37960704,1280546.2642211
2662410.57817827,1188192.85397987
2688402.5622639,1281568.74545795
2744101.15235495,1234933.01924168
2573673.59376656,1163980.86660338
2693317.47827807,1204380.9627839
2518147.74256288,1151244.33728683
2650403.27088523,1141323.04122236
2791282.02719731,1179115.65767831
2489826.48294703,1114644.84828385
2640029.07163877,1159916.98263143
2588188.41135258,1102039.03543591
2771112.24692476,1172397.82205392
2631721.26942561,1171931.64247341
2622593.50915932,1087466.37405864
2722276.84251465,1116924.45850734
2545298.03751477,1198415.75362918
2627200.99407704,1095653.32303336
2655262.7661585,1182526.16187719
2680322.72352149,1183544.00417835
2829683.00355772,1159026.71019456
2788175.91275427,1152441.30532634
2642695.42015493,1205590.52228722
2635119.43777889,1156746.40750007
2702498.74070999,1211031.97839227
2631591.20664911,1171865.81272563
2619453.21323194,1169455.1043178
2616751.81017364,1129033.81329733
2648282.84265216,1139450.19006434
2615801.36686684,1258534.86157003
2601319.75813424,1107598.18672586
2566335.22907292,1132190.33566392
2696115.41942122,1211550.74966031
2578325.52612515,1215923.70993666
2776261.1110046,1149298.62932234
2760874.59196059,1207693.45391815
2612326.34065006,1160418.9286217
2786734.25278193,1153889.18140446
2784537.109622,1191556.07407529
2559196.67856105,1143041.62309147
2761587.38320083,1178629.33396482
2721255.48692517,1096754.15142159
2621341.53405785,1149890.39270125
2756279.6250675,1236987.77789611
2705278.78260035,1113898.00230024
2789114.32924348,1152202.34337387
2673144.80525061,1158409.44075396
2644169.07707743,1138115.47333904
2721463.94619842,1098781.06804127
2642331.46490757,1155245.64875132
2733042.95749127,1248375.31545134
2706542.16403724,1192267.62885646
2587109.8758459,1167947.49744679
2633872.95849744,1156194.88281242
2796326.83556041,1197443.26321634
2702654.18499425,1112323.77088973
2790228.87818264,1151049.62994828
2636613.22787951,1176215.0132654
2666454.07825199,1211858.3902066
2688341.61244288,1281421.26112612
2806577.01362416,1142054.44369714
2600469.99016408,1172157.17920198
2741901.42993081,1229618.50558801
2748086.57314421,1239376.64406107
2788357.81811256,1152104.21700914
2717655.25279352,1095914.27101129
2621255.47309102,1149608.61665814
2639187.16520676,1205751.69357351
2631613.3111178,1171894.94391045
2716823.79157148,1092817.88013279
2674171.09565973,1188251.40735225
2584117.26998056,1219314.98374326
2612429.70013114,1269367.99191429
2756563.90510174,1237268.9766865
2518950.4751805,1173710.51399549
2595086.04549015,1086727.78748947
2685743.87912041,1248975.63269827
2678387.27204212,1211258.84949954
2646543.51035987,1172976.91954665
2717631.2294586,1095878.44809575
2728472.74690574,1218575.63529036
2563041.31417934,1121595.72131154
2556052.30258477,1121934.60254352
2500820.78617504,1117793.58368644
2554303.36637266,1145406.11818665
2770982.4150075,1172387.78130883
2681123.79172984,1225119.92447614
2560705.34395299,1140450.26691334
2572996.05049209,1159413.35639495
2714995.25629311,1094950.49808321
2586451.48551568,1200160.42433739
2629164.91792785,1163351.21417317
2685746.32952035,1248806.31956301
2796437.84732487,1144873.33817339
2695808.4510867,1258840.71307495
2652695.18940437,1145417.75383186
2608901.46415235,1220052.34836428
2705990.39481827,1232728.6923279
2572775.42430624,1159353.65736704
2680151.56145881,1142862.70322017
2830555.88592662,1168742.74310714
2610080.1193974,1106354.47795429
2665965.3800789,1211670.07357846
2504064.62413335,1123104.31140695
2539768.49466668,1151619.49248948
2533886.94012532,1165847.0350034
2732120.63722448,1198032.43955681
2527761.46744137,1186494.93945213
2637209.19924193,1162055.99763311
2613009.15166343,1129501.64660379
2743989.40670465,1234716.56076073
2743177.52172807,1228045.92839415
2568347.43228617,1113261.14666813
2632781.8703145,1210750.18538638
2500627.67043357,1118339.98234161
2593843.72843263,1119630.29629762
2622080.73319856,1095386.92323472
2697796.20580035,1233866.74544077
2781491.80298053,1185802.24620627
2639626.63048439,1236500.86798668
2612320.44974266,1118630.21926496
2555673.53452711,1129518.38061038
2664728.58690521,1159976.92139028
2691809.90034427,1288193.9679763
2755744.02424704,1219000.09638667
2759879.39613821,1190782.44745978
2538599.52645434,1153184.05121545
2501854.79098694,1118381.86355635
2614550.62543304,1184399.78322227
2687136.78687045,1244943.05008986
2747196.31508301,1254212.71083408
2559208.25799842,1142935.82402113
2594868.80129713,1188135.13828913
2752004.94649114,1212599.41455027
2701308.37507319,1232603.6305816
2640364.20854818,1104988.13960652
2697207.81183201,1156150.23895636
2683148.52939177,1251825.56677493
2666149.01824992,1211507.56173921
2677874.42322644,1211325.28768449
2657685.0706517,1178533.08499173
2707926.84773597,1124019.00161609
2733407.54339957,1164284.23113161
2765058.63453515,1178877.95733915
2689174.89271143,1203075.60435962
2602890.6823226,1129747.12698264
2560709.85696965,1140446.68008077
2700508.19275417,1275691.38563194
2589422.80393713,1103723.25422656
2560712.01987208,1140436.43854543
2717621.44662735,1095867.47347382
2559088.6694201,1214099.38905503
2591578.82826317,1208704.9186941
2623583.74384231,1095780.0892577
2662108.0622273,1203483.96844941
2632152.52518648,1156805.43645851
2744168.83694134,1234911.75299333
2641608.15890562,1155304.08603633
2533207.80686432,1159148.83165764
2635146.68241468,1156808.15324806
2661074.78769259,1146402.17349778
2635947.58080835,1160933.09228538
2576466.22936762,1146841.808574
2670429.27454732,1216051.73979802
2679486.84437024,1212080.3702161
2681459.25172115,1224918.14683258
2501006.18050744,1118192.57346946
2555630.40615637,1113284.21567326
2697948.36665522,1123216.57025812
2672705.07480174,1158761.75676466
2583059.45439334,1216378.89864726
2639051.95722453,1162105.47131241
2509050.6815429,1156804.34789704
2556374.67907732,1129458.12690326
2568435.90121781,1126836.84375844
2712080.6792058,1155012.1082827
2500167.50062917,1117958.32054857
2640405.33747205,1159431.91208747
2743788.83013987,1235750.29819275
2786344.28819706,1194698.66530301
2704117.72137112,1231464.87043574
2546614.98856538,1148890.58523908
2583696.14065463,1159200.91662352
2497506.21085245,1117696.99001144
2595392.39607255,1119147.77549664
2707591.15850836,1173507.3260294
2553743.26406771,1115863.80801878
2594339.07474966,1120482.00147444
2618415.43462026,1170702.02815132
2578815.44814649,1222651.60649397
2683296.15893346,1246444.42957871
2718892.97995162,1214144.40338591
2640527.25276024,1160346.980676
2761516.99519856,1178526.23767985
2528630.92106206,1152849.38124077
2587872.74436631,1159184.42746152
2622576.0899468,1087457.63836966
2623974.45206243,1097014.91378074
2500500.68167236,1118273.47266923
2503762.00893603,1126488.08634473
2570832.33395174,1126579.20302568
2589032.80716598,1103566.09483928
2626619.00389321,1092472.99712791
2648616.40991555,1178606.3648634
2676858.6248706,1158708.99859534
2615166.16654758,1103324.48704929
2802062.80713137,1180867.88018955
2530967.66517291,1174999.0994668
2682937.3700502,1244862.69083717
2717534.15870112,1095909.7035139
2681543.96292087,1232788.92140731
2666383.99675802,1150975.10530822
2614844.97849808,1129785.32896033
2720106.0853573,1216329.94075015
2575236.25596837,1179306.47116465
2647847.40778532,1137752.62551479
2530173.5825757,1151627.25545967
2683318.55924114,1247446.59194145
2575572.60892604,1230427.15129351
2683376.73686607,1247923.31657411
2786228.48972286,1153860.71806075
2664720.73842205,1149254.18835113
2614842.59938512,1136732.38736944
2576289.54669822,1146756.23886326
2611299.49941867,1199278.52525109
2541405.93528856,1155093.40025042
2783872.77325896,1150878.06609706
2632885.52971141,1171095.13185888
2501776.48015959,1115750.9450802
2540301.42347826,1181820.50006879
2678498.71501098,1210349.8434633
2606282.13110134,1103864.8256748
2501013.65326176,1118144.5323869
2786079.2954429,1152183.93845514
2622295.37841214,1265179.93584527
2598794.99609262,1094749.42282917
2498291.01164062,1117477.27394956
2590172.49991696,1118412.25705105
2624712.50567478,1092861.50343419
2635868.57723829,1160045.83456672
2624115.13426741,1097158.76495319
2551108.8729783,1113806.45858652
2567670.36835118,1102789.05815843
2625489.40378343,1153370.09430143
2493269.12733081,1120899.31301717
2645846.77620795,1136563.83745043
2498851.12872789,1118281.94536929
2709979.2203765,1257327.23673656
2577113.72988596,1095779.63326982
2572644.95287616,1159248.53160596
2642117.66513042,1131298.01777544
2649204.70454331,1231336.4601577
2753893.08399862,1169299.25474556
2679446.79479156,1245004.80530777
2645879.63820377,1163742.93943078
2537298.25849828,1151001.18600183
2782362.76868078,1186046.8190688
2568257.10854541,1128049.16692165
2581940.29376416,1088285.56980772
2638374.22737104,1237558.1005424
2501600.75596487,1118291.04519591
2501023.56639645,1123709.82999664
2674949.21986498,1187734.22921774
2666272.16218689,1258751.94759035
2561291.90560721,1101911.0117066
2489615.60402013,1115939.20580539
2688345.54211337,1281559.88327914
2668691.14321474,1254640.95607488
2650537.16299224,1191317.2327655
2772444.92460309,1141184.67408188
2660978.73642044,1154422.41559159
2630393.75424459,1156300.83626433
2672772.58232685,1158872.19049873
2634900.53614438,1156597.28243284
2636627.32959897,1110485.40359819
2623991.07222065,1097022.42750379
2665584.00561045,1211580.14770396
2560709.99259339,1140443.90000713
2722171.24789158,1116838.38004503
2634804.64119399,1156179.84935306
2611283.80529557,1267726.88285802
2729135.82315488,1267812.85948977
2645560.86152483,1163853.79763436
2559334.67519439,1142706.51831453
2682351.38530405,1240993.84663118
2665933.89942068,1211568.99663828
2631600.7088023,1171876.9795205
2634854.78276448,1119937.76909301
2760696.85676035,1183105.17779106
2578491.81893699,1133032.85192949
2662177.64874276,1203494.6984986
2666316.39972467,1212069.766907
2734290.57692417,1221338.08284831
2611295.19400518,1267674.64565151
2722119.85140606,1079230.95002127
2733820.8972126,1152977.52558182
2501387.70633932,1118276.28306206
2772398.32493153,1213838.29892707
2693700.95415138,1145418.44277508
2608012.85550237,1186742.08761242
2810362.69788847,1184165.96765467
2566319.83774724,1115360.61350703
2679528.70656958,1212280.16818222
2656913.8850396,1174005.89575651
