"longitude","latitude"
2678349.6731565,1148941.28600726
2777941.91963007,1143391.03192604
2631829.41388936,1170936.25650372
2619849.42597172,1150102.85627788
2628137.45202528,1095857.79378911
2685250.30249991,1200049.15637543
2715955.58938869,1093616.4846306
2684697.88070208,1245974.60008395
2607302.42177138,1127567.4009052
2666235.82931125,1211360.98980983
2755538.6237833,1222897.50971615
2641030.23262437,1158353.24750376
2626639.80044732,1092466.86259195
2566118.93337943,1100775.94649909
2641631.44353852,1155264.33751319
2641587.25383437,1155310.27825909
2501839.53921695,1118868.63518227
2605390.81354847,1103321.37411763
2627560.93384846,1096134.52254422
2563594.52864248,1097704.32616445
2640220.7430629,1158977.33143646
2644847.54709062,1163630.43326048
2578698.19272039,1126479.44437108
2608262.05945612,1257922.76061117
2683482.97064327,1246944.6456318
2623945.40412375,1096800.24513415
2637065.97840722,1099892.48825105
2750560.02530852,1205060.78916261
2628694.14680416,1192333.57196329
2632841.87354958,1085197.85737364
2641314.17945515,1158342.73843829
2626256.75091239,1098172.69629968
2806735.31771544,1174438.8649858
2773429.77836129,1140921.32367457
2829728.59649199,1159062.93837234
2534420.27121253,1156002.95957877
2706835.12412804,1124509.27987501
2641626.83341991,1155254.41167601
2628191.6737136,1096693.36438593
2619833.01414908,1150098.13339414
2562062.11166451,1142435.5680774
2679598.65646743,1244820.93036007
2784210.8765241,1152517.17415266
2638492.61811606,1105161.08596671
2807538.23134349,1143890.27596957
2677819.66522342,1151948.36052304
2515253.78991713,1146491.51204485
2662113.57432864,1203495.36586355
2719647.73401101,1216269.56540844
2563764.0263082,1097431.72382335
2623952.61252206,1096660.86872416
2648964.60912287,1140329.57825027
2792171.15279236,1148352.68968373
2780173.88162681,1187186.25087749
2571472.84816747,1239818.83566522
2610863.78067448,1105824.11314447
2662246.74223373,1203494.30648821
2504475.4349323,1117727.28802977
2668424.95656502,1158200.15633722
2649863.10556509,1143575.28407441
2572492.44043547,1159201.87247891
2595918.32204131,1201641.24283961
2807345.18568993,1126036.76862849
2617527.1938364,1175428.22016542
2645544.28840857,1163867.79061278
2645586.23110904,1163861.54939646
2561141.44697913,1102002.57817689
2641926.23881928,1155281.16759625
2773229.67363186,1140907.12024957
2784069.46646088,1151844.54542351
2694999.39447563,1165386.79822805
2704387.74951415,1117486.21583172
2621857.16733643,1140311.95292572
2788691.93300112,1151754.33013375
2578395.51725665,1216004.167425
2574706.93504963,1182820.29344982
2636976.53999615,1161654.69184443
2828002.8604317,1181462.52676435
2640731.74054805,1158576.22543581
2632235.57923877,1168218.57811825
2662048.77288128,1203536.71726065
2631582.68346085,1171901.23065934
2619316.89132129,1149655.57659065
2636369.04728666,1160841.35353603
2668582.51061511,1210091.15573434
2634237.53791698,1127066.84319979
2728339.69502695,1190728.33937866
2566122.32222738,1100717.67521613
2566373.03612919,1134327.75220205
2635873.48536635,1157870.8655441
2670522.55832159,1157381.90620465
2633749.81009746,1170165.55149728
2679530.86633173,1244838.2560248
2725908.49288778,1221615.20098336
2621322.09657381,1094960.78173538
2723758.71118143,1220717.31906243
2626584.12845339,1166800.68398342
2574828.15493947,1097514.92472467
2622755.48880515,1134207.69977099
2500649.15957595,1118379.431753
2633407.87272405,1142967.73709916
2663942.16245057,1210664.54610847
2646275.70142021,1122390.46522132
2677196.35745277,1265187.35453886
2694077.20080852,1144342.75755641
2635351.07588148,1102763.65458707
2725680.30525772,1246617.15688713
2773699.42935677,1140465.6691507
2748886.60760331,1254238.64854209
2808811.09149082,1171522.71144904
2500766.619228,1112221.21307308
2624060.81003322,1097031.59612998
2667744.61442445,1211937.06262198
2580287.6534469,1200404.46396468
2731327.02106177,1220016.69816724
2754575.22180303,1226048.42017757
2645054.5094793,1127101.9083629
2730093.32326195,1231623.9474431
2693574.09639866,1137845.33291583
2734576.90080315,1147243.81909933
2688338.02331585,1281425.21074172
2686211.95546007,1156060.36064846
2683910.0783696,1245637.71261351
2695024.7085796,1209489.31954812
2682249.00580672,1213016.6450473
2780697.98992968,1149360.28356974
2570196.97450436,1133513.6564201
2661754.51714073,1203251.61057642
2623972.27819283,1096524.54287035
2705358.2175121,1116374.19120507
2753553.42241466,1225934.64174001
2500624.76372088,1120834.02876312
2610465.36562746,1266208.88105775
2645192.23339939,1163241.363991
2546788.2855064,1204691.35010701
2631956.27875744,1170657.23002768
2575346.5472133,1097317.02413681
2748568.00606387,1237075.76512968
2818108.23884278,1169560.05577297
2801376.34651857,1134570.59335049
2570197.60146548,1104424.03644395
2694123.30351754,1142866.24690964
2662224.10928745,1203468.38866097
2549600.86767891,1147882.62911896
2829854.51821895,1161578.80402942
2672669.56765885,1159003.90913904
2626633.33682544,1092456.27329656
2635158.44825652,1157012.54797656
2662221.18379494,1203464.35579618
2564442.64545958,1142384.8931152
2538734.21638564,1197176.93165176
2701417.01921031,1170725.16857348
2623108.26438307,1254550.01980362
2680318.40378789,1244879.5609658
2744273.0040418,1234950.42698688
2618890.50423754,1169481.99388305
2767877.98416069,1172057.11370143
2545685.74064674,1200297.18505543
2717078.68944352,1196799.07027652
2599639.27107189,1234233.04943779
2784189.25997883,1151461.50829923
2690647.66113571,1153535.43092189
2585969.70220404,1123746.87812137
2673972.13989701,1147940.1981927
2573738.27964722,1086986.97979137
2677050.72344023,1175863.7329127
2680732.08876285,1268843.3447143
2742394.1828308,1235715.34580984
2807149.74588549,1174087.98846591
2587692.29570475,1162223.08038987
2502523.84140808,1127639.86987639
2575659.92649155,1141797.85807871
2554414.14778398,1145385.48939009
2749066.61163004,1238773.49473971
2712387.30967042,1227334.58423333
2635881.16930348,1099584.2240269
2554010.76821337,1145491.05812187
2792708.41101983,1147769.25851588
2634928.69962544,1167695.78599548
2508235.20474855,1137616.38981235
2640191.97343385,1129166.39174678
2792291.63979262,1146817.34264158
2778720.19109564,1179136.3590377
2681147.33948683,1250387.64959627
2605604.08332668,1148112.94412471
2741445.71649474,1221276.32961872
2600265.76880924,1144154.81104842
2649881.25252937,1166724.03121484
2737234.051462,1182405.61465371
2567163.16732473,1117061.94288545
2710134.15498658,1140286.46322378
2647060.30450112,1167755.17294517
2771109.31077354,1183878.64117352
2545473.9521978,1196816.78046067
2625572.64294854,1140313.29727467
2717293.61976323,1090158.6311393
2639069.22006901,1157507.9987162
2547900.85538769,1148098.4486825
2810860.08740981,1184010.9357762
2662373.59573485,1176363.88367707
2626819.80315294,1092508.3402326
2615695.44617794,1258596.40007118
2746714.32811367,1233209.29009045
2717988.93115551,1238347.91588881
2500601.98005595,1118289.15048739
2791419.05893457,1180951.33551118
2506778.8418405,1135787.4016579
2716634.97764149,1095235.59050477
2624333.27847904,1093339.66909578
2525895.22910761,1152933.40996655
2791652.53518123,1180755.14881657
2666158.60918973,1211745.81512565
2674840.59585153,1203582.72229857
2538330.85484327,1152679.63920925
2789784.36088736,1155141.18448448
2615228.03665292,1177209.65288191
2559237.50164454,1142918.72826692
2799278.77544707,1139202.91667402
2619239.34802115,1148717.42215258
2607614.27267402,1171467.78264345
2741915.13201506,1187118.01527017
2637216.45376785,1173336.99118543
2538357.28400882,1152682.70315786
2500659.34561093,1118360.47487213
2641715.10080178,1155245.461841
2625435.48260468,1092277.28629175
2580456.57871964,1170919.16166314
2614543.27979291,1227742.32728656
2686049.37373111,1237638.0948362
2728135.81051738,1109726.61628215
2645722.61547105,1163784.21031611
2646787.07907771,1268236.06413939
2530960.06668997,1151065.41927667
2617476.18957654,1175487.3242343
2670535.26824701,1259347.31265172
2709473.39371413,1111779.57976418
2634162.71576741,1167743.74576509
2601678.58422828,1199859.27768679
2623196.81412107,1096785.56361236
2800869.42915397,1135995.3053315
2782068.32613073,1184736.47779755
2608422.79723834,1149673.95604751
2631815.10202039,1120788.48733854
2574499.02035443,1141140.78905958
2717908.88853159,1095792.65591264
2727391.49745695,1223054.45230806
2677504.41913344,1176793.56627503
2626070.53724237,1101768.39968302
2744123.62489418,1234890.08125374
2564604.1035459,1142340.25195483
2546748.59037221,1209207.35890895
2800667.65420887,1135975.69094554
2569518.53945256,1110796.43623113
2794270.31780867,1143149.97855865
2673131.05862855,1183927.95412727
2701513.3037026,1228892.15498706
2567761.50301284,1155183.4025955
2787624.53054215,1148212.12430287
2744290.15435229,1248518.16532816
2500700.73175491,1119160.07151491
2587873.64636214,1113982.0480693
2693588.92217674,1184190.87617256
2785206.18762427,1200237.68568181
2775043.79786759,1149102.08872279
2662164.82396752,1203476.77661464
2684365.28172825,1256224.09611271
2560380.18761953,1121463.75072724
2749399.28462505,1257949.52231127
2572817.0553546,1159288.76918903
2583422.20224805,1239577.55611483
2787716.18054312,1148408.38934975
2688713.2626895,1173193.60224356
2671654.38264247,1205543.421693
2667395.62149068,1260791.35832256
2640294.4488386,1158799.17682478
2580359.14338521,1114829.37472505
2543820.70544039,1197077.15458174
2559295.64664444,1142811.16880056
2671189.54789048,1228428.46026384
2590692.3396194,1103171.99429343
2720956.55637822,1116149.3139926
2603497.64270852,1096808.18519902
2688947.3077711,1156647.722401
2688858.06134342,1205351.03583019
2617735.21150437,1177468.20407135
2688327.29999274,1281374.00623064
2609396.97778402,1114444.17246557
2628093.27902635,1245852.13844009
2623955.4998057,1096419.08948221
2500626.02500679,1118291.53471321
2788746.57430791,1165200.54470209
2562391.41961507,1146407.40093212
2666006.69134974,1211521.32753321
2662122.91547171,1203482.45527819
2499676.10323359,1117089.23837208
2617344.89178018,1153491.9331335
2654125.85523625,1116286.96150751
2669289.46016239,1203783.1105287
2623945.40412375,1096800.24513415
2706393.3340888,1146465.88206466
2734307.7654442,1147397.81949929
2643085.28911845,1122936.99468335
2576275.17661865,1146851.56503914
2781349.13998649,1179472.58926083
2784387.03821584,1152099.27583327
2767996.63772751,1182502.45144419
2634653.56470817,1246118.18268882
2565576.87970839,1100778.4483335
2793110.21299842,1164052.07161664
2720720.08538273,1196209.59484527
2757483.45957339,1251828.55436069
2530072.10678388,1151679.35238533
2632549.02694104,1169624.32134106
2688319.67001224,1281507.22834231
2698932.85280285,1112280.77776327
2701384.43635916,1232859.45122596
2537619.90820911,1150685.89223981
2724088.57444733,1120897.83937285
2682308.55505004,1208937.81763053
2647354.74963868,1260160.21435537
2508812.85303251,1155551.19281289
2679328.82131943,1245214.93383376
2562609.04767712,1185249.71638404
2554722.4930894,1126732.23239321
2644697.62943501,1176037.53099255
2635128.35932912,1155452.91377216
2748714.92389743,1237448.00706078
2679253.58750094,1245145.10025682
2677515.46974109,1225703.01298239
2647671.50209204,1178474.60343363
2714295.21799793,1140874.43283065
2697187.98000734,1168039.33505979
2559658.63129574,1144400.6448354
2645802.96349739,1163733.5726161
2662118.64565441,1203483.30028262
2568091.6733244,1114877.08638725
2768934.24284986,1188535.1791035
2829895.55485715,1161587.15967913
2544891.28777534,1158994.83894865
2666140.34704865,1211686.46492321
2685689.97583353,1251740.48334972
2512676.07066078,1167762.5981556
2590698.36742295,1103167.87180545
2625302.70695505,1092579.66799312
2683537.47492159,1247113.42613271
2803410.92212029,1174641.41581208
2644264.57552736,1131174.72584163
2623933.47696025,1096445.79439754
2784724.70813699,1152714.31741311
2696622.34073448,1115374.98937543
2761137.49749939,1159392.43018941
2680988.69212994,1240317.28594105
2673144.69735143,1182898.29349734
2677296.68947851,1211034.03379116
2590702.23788154,1103169.42215899
2545986.26154897,1200436.20265582
2582711.35160002,1106225.33460774
2789037.91059732,1155216.22508246
2632947.47009268,1249725.61437685
2784075.63588348,1151929.14771469
2646906.51758315,1164420.76872355
2743566.07068654,1186344.84987658
2560707.51852581,1140583.09790079
2500772.74854654,1118530.6085587
2626837.74626936,1092446.27592151
2630368.16883623,1156310.60115083
2625668.40441655,1095946.82327881
2627765.60001124,1095073.46009437
2573463.26171094,1250251.94247251
2579330.72928084,1103289.03041978
2679524.995934,1212279.22922141
2774943.2003593,1137220.88338772
2549427.3188684,1201153.43878272
2802871.95719658,1163073.75907715
2566979.32095231,1106672.77851142
2549446.46784756,1147530.85199109
2741634.62609187,1187152.736659
2624796.12838514,1092536.11925932
2662130.59871405,1203511.88602094
2688653.90914431,1172655.2856673
2745878.59359309,1234189.82723157
2553021.57039682,1141526.65093787
2737128.42248229,1225795.50522721
2641304.79715404,1210081.65757618
2641767.29508757,1155251.04844183
2579548.27853557,1246286.71632785
2688088.05243579,1281577.49060731
2666418.56080645,1211840.872813
2559269.36097657,1142867.93111821
2780355.29068882,1147422.21541845
2619652.76553988,1246655.53392813
2647426.44619957,1124168.17481155
2738906.59415487,1228170.89154959
2626617.22074187,1092490.8875045
2626609.38934754,1092474.06680855
2738626.21879976,1183942.4003869
2658819.4854806,1176070.17587907
2621736.17061829,1247911.7057013
2555504.62853329,1137755.07345206
2537548.83318675,1150945.21494808
2755811.56209832,1204259.45459575
2600179.59618465,1120390.57549727
2683077.17680055,1248419.58968729
2742270.67109523,1235577.26383822
2572833.45729387,1131480.73328626
2524726.99210648,1179439.19118745
2648349.11692997,1164747.58382013
2784549.2569686,1152282.19466049
2589342.21382347,1134051.76344433
2745587.68917322,1218876.27489392
2694077.83685103,1201444.16308462
2635948.65918042,1160264.86830283
2718801.55726449,1096226.0002364
2605091.06653441,1094030.88669408
2683082.55233711,1256153.79623741
2758852.40333759,1207013.24364165
2688267.93318754,1281356.21314974
2561053.01336559,1101895.97947627
2565406.95400895,1207502.83774459
2786960.5525553,1198158.29114931
2684306.20101918,1245241.59386864
2624602.16031267,1093013.58007947
2622342.60112243,1091252.52688892
2545220.39516709,1198808.91483507
2545319.32665473,1198246.0163087
2621799.47531159,1091096.48084736
2662075.95350817,1203483.85696752
2753648.17284352,1211104.08300047
2576496.56719451,1114834.51481471
2679445.24778008,1212162.64699818
2600948.39614443,1199658.01803501
2682228.08899674,1253605.50140148
2695430.66837571,1275119.83779949
2706958.16187694,1145576.63592492
2622028.98098579,1090994.58606547
2717468.55189052,1098228.14469025
2740684.31561332,1187908.16085482
2761712.76646197,1175990.31424262
2560765.64085053,1140499.89880964
2626838.00004509,1092476.62611337
2671143.86016458,1248140.99364703
2626729.74605142,1092420.89924353
2636171.31936178,1158447.49563623
2621402.96267719,1149755.98797337
2607365.45593552,1266725.93321787
2683618.91995553,1246710.9444218
2594600.68310879,1120595.59262853
2662151.78530822,1203837.63380318
2679373.84136409,1207031.63356356
2781681.01488265,1209979.27347974
2592797.52555216,1118704.78759946
2626766.76244397,1092515.55523464
2781853.98784894,1185598.47420363
2694957.34685284,1117450.27912416
2683965.07664765,1245531.63527093
2672759.16714351,1158872.13939905
2634752.00096107,1155361.13031908
2790943.91479128,1143258.79832027
2597673.22833123,1121835.8673337
2683160.80122484,1221965.11988588
2747116.07330395,1172950.60667321
2551930.24733066,1115732.65983388
2626795.17671827,1092468.98928037
2599536.7713835,1104581.2494242
2746436.33242535,1270415.07082712
2693943.77800064,1237944.48239305
2611540.91332837,1267372.35045181
2715969.27982458,1280982.39122402
2720870.41224512,1079265.85315399
2622498.43446594,1253168.64918434
2561209.23151088,1101918.09977757
2614941.28789642,1135990.26686173
2679512.02557096,1212271.82933502
2719721.66078639,1096361.69962293
2641143.388378,1237506.25207668
2683215.32777808,1247955.73996877
2611395.22519632,1267749.66698668
2632491.65885072,1156766.12389106
2696287.4529201,1244937.50178664
2683762.74896301,1245818.76322212
2555444.2020202,1147079.97826406
2738628.7357014,1194506.76708325
2632874.56100941,1119700.36859753
2613599.51829759,1130101.34397313
2510096.70616246,1141412.05577315
2635940.55966126,1166903.00362896
2603054.88241562,1128677.7965553
2796027.23495347,1169399.15152704
2716445.41203211,1209718.47005997
2702672.78750843,1112306.63051282
2694734.36407963,1244199.60634436
2683257.24358043,1246708.52148796
2649098.00425511,1164399.90979545
2634191.16198105,1156176.33655666
2617340.73087329,1153524.93749181
2559021.94669386,1121935.16663098
2789806.53539011,1139746.93025007
2616380.32696695,1158314.5158236
2731237.73771542,1279453.93772878
2596743.20691055,1103716.93022312
2795802.75155101,1144955.32946014
2645544.73113331,1163849.78452985
2724896.23850668,1258635.09030057
2716056.77072233,1280514.67510174
2572668.31328634,1158959.05726227
2685746.66578653,1248783.08487107
2679577.1677033,1244822.97692753
2616803.70082381,1148858.4545067
2729011.96662092,1275689.62874435
2674626.57457221,1158316.13154978
2720207.23438472,1095761.52846516
2647326.71227662,1164793.58913566
2719718.80935038,1096191.85840705
2645165.4088591,1168736.60332573
2660440.34204407,1145736.53709725
2570163.99322388,1219704.63196278
2583095.32690876,1105310.7894437
2694636.2215543,1123577.88001859
2679390.11373728,1207037.52031178
2596023.74118432,1100129.46143959
2507340.63711782,1124126.81982482
2784953.13940467,1152361.09932677
2688667.35585693,1172630.46906644
2679363.76676648,1207040.06055653
2538736.0665445,1152540.30981981
2679317.63071316,1246051.27719436
2610408.82156039,1259240.89769938
2667773.88188396,1210464.70514346
2789673.41034338,1151154.89120837
2640568.64869605,1159890.24612639
2621650.67046426,1150382.958571
2636920.06956199,1102045.71866006
2500306.13279581,1118103.01369018
2744526.81595571,1157476.93526658
2542329.66026574,1182633.50366161
2565258.6910233,1134736.05842555
2634721.70613846,1100117.32768841
2645890.05185897,1175174.84161673
2702749.00929381,1112208.74830577
2622734.3124455,1093591.40352366
2627490.20030291,1091126.72033671
2621172.35574758,1093332.20172861
2720318.82306508,1081017.19760137
2668016.75321652,1211453.74743919
2744164.86690314,1234925.55796034
2632524.92650262,1170741.09933661
2644843.0772419,1176110.43198379
2730840.75298508,1277725.98080994
2500774.81998646,1118746.15333318
2566279.82040172,1209957.99866131
2685742.76383381,1248776.13436962
2694729.6852979,1236715.50183399
2579761.82320441,1249237.32962689
2737854.39010595,1214758.68648077
2583747.26739459,1105200.38897598
2614625.106742,1136541.87689432
2604218.14886128,1129311.34682645
2769966.1179616,1148342.43816619
2688330.55465003,1281427.43409825
2605902.93044175,1202337.35404078
2738536.54549641,1228012.79341556
2790069.02139942,1140222.65275787
2623987.20339011,1097001.9573409
2760863.74804595,1207694.94082209
2600116.7483655,1199651.06133353
2694673.86340343,1236690.03767946
2751911.1375343,1215892.93211824
2608565.78058885,1265530.261736
2644395.51164077,1168976.99579477
2615564.82284383,1271332.67347907
2574222.70555742,1139416.00165388
2602908.6072094,1128644.59883699
2593843.72843263,1119630.29629762
2663861.83439044,1201244.22855926
2576483.81077347,1119700.87592279
2682323.99223112,1247299.03897379
2769718.00580123,1154030.68572402
2721371.84230032,1096266.01949122
2641637.70162812,1155291.06115495
2619369.56523851,1178105.79203495
2729083.60805122,1132675.09832363
2676428.69935787,1202781.88405745
2500687.77624765,1119127.81967948
2791780.51338505,1145539.91542129
2622991.90540161,1098301.22811085
2636980.50020859,1105515.65722802
2678067.75743507,1212125.8831387
2615580.7997648,1263531.01789715
2559827.12401419,1142200.95365415
2667026.32836768,1211931.61398753
2501013.25831274,1118143.98295171
2614763.52449239,1122703.32626566
2623975.65710115,1096394.1559896
2672171.74708731,1261485.86471773
2680751.74229551,1240618.38421369
2590537.55949817,1109329.63547431
2702162.7967702,1145461.42437623
2694156.78476094,1142942.37105303
2743196.990717,1216835.15004838
2703688.09864316,1114273.38149575
2662756.14072505,1209774.86059106
2800669.72857161,1135674.67132076
2551335.24561757,1138116.94312945
2500372.20281038,1118116.7115793
2567135.06424517,1135199.64989224
2566432.74591219,1134366.32742326
2697212.92269683,1261701.37395231
2784568.62834096,1151765.62864411
2777291.80508047,1166461.01129325
2750958.7738465,1250276.46099121
2635069.80211875,1156724.10714859
2501062.99035865,1118423.56565299
2612680.63511471,1267217.67667775
2716455.35819514,1081509.94255884
2683335.6870675,1246749.54212253
2621391.25872098,1140584.86674837
2698974.46458059,1260490.03711294
2622144.48975031,1093019.0491019
2636390.59581038,1105218.94343491
2594354.59054107,1190421.80004551
2624549.1984359,1097192.51608881
2567005.60398001,1133566.42843693
2740981.05720596,1236665.49103925
2508035.47228927,1137485.4651739
2634609.365,1160613.86874209
2780559.04256903,1191783.53698789
2490079.84339402,1115312.90225805
2679481.33719291,1212254.07559758
2624374.15337795,1135166.47252879
2584119.40512016,1110397.6596597
2797669.84907808,1143966.76878899
2621034.35690179,1093060.91800581
2663935.41793606,1221321.32215103
2688097.72571401,1281588.53347484
2679339.37484823,1212136.10981826
2561226.24432582,1102025.1576906
2636802.60640196,1107000.11937279
2707856.37929166,1099729.17495293
2635976.90132364,1160155.53662557
2528100.03817543,1151430.91122537
2632769.55546644,1129119.30749099
2570858.57029778,1124816.75247276
2687941.47807495,1169192.15096746
2641762.25316298,1155270.245597
2700418.13629652,1262770.45937794
2570539.98561138,1208746.02300322
2623392.29341302,1095713.87288195
2666004.7602011,1211544.76507273
2624048.04698152,1096616.110636
2553638.91068149,1145677.67508183
2802596.05398667,1131318.41616409
2495223.78340537,1117947.46826279
2762085.79642468,1177992.89444985
2627285.22932119,1096197.86935405
2632197.82198788,1170009.74054035
2743948.14637617,1153761.08194624
2724487.24398758,1128280.72417499
2624279.24072938,1096844.70035867
2815618.37788118,1190219.62488327
2641931.33259069,1155287.65081581
2680506.23015805,1254616.38863658
2744537.09501348,1157563.13798027
2586958.09730202,1103237.8374511
2784403.2770916,1189233.75645297
2649180.25088454,1138918.48691207
2614806.94991933,1178401.65604899
2746313.55464026,1253987.17859301
2625663.16791843,1096233.61533212
2683188.47705093,1246726.12510234
2641389.66119325,1155144.9441355
2735138.08968805,1181256.67421615
2588407.4667953,1168545.46881366
2489785.27098087,1115066.4305065
2579791.89616514,1093841.99919735
2553568.64968803,1148396.84532693
2666021.75550075,1211917.73883531
2688891.10983911,1173538.11011474
2663541.2899286,1214384.32739281
2689036.47673242,1226411.80665895
2666054.12246852,1211533.74892749
2585180.40216005,1165656.04803705
2550638.6883221,1147414.8901149
2722229.64765127,1116902.26869852
2629247.80776001,1173672.55544909
2684204.83609132,1197778.1223402
2612727.86170638,1199824.45260733
2658595.84044474,1135345.8031987
2666107.15578515,1211493.20008177
2624219.47661078,1096878.14626667
2624866.89234751,1098812.52274451
2688645.75989009,1172647.71628764
2514990.73823428,1169334.29488711
2693750.61716222,1112363.71919495
2638899.62464972,1161967.41403627
2573905.07378513,1172132.1078946
2683435.15107156,1250253.75460515
2697161.93215256,1250592.79489188
2756449.92328511,1170891.62888788
2745569.97198684,1186065.09478698
2799486.44213561,1139166.84780983
2594172.70073772,1193935.48957895
2582865.17686538,1105146.24431321
2588269.62133562,1168807.8697573
2579674.60530469,1139509.25857268
2638510.13910801,1162335.21060552
2632937.22995673,1143104.66594678
2602204.38546751,1195631.1883297
2722653.18325382,1087631.59706939
2545407.48447793,1198126.36232957
2554149.22305198,1128822.08227514
2553069.88640616,1147981.1681519
2649765.94931418,1121518.23297317
2649930.8475299,1121379.18381711
2507955.5442391,1137305.02061457
2668524.33270379,1202303.16656235
2752214.20482203,1236398.88758792
2783787.37608191,1151798.00131925
2679622.71415998,1212165.12564462
2537606.6621611,1150800.09156152
2569158.25312523,1177799.73664449
2545434.91625444,1198269.52706172
2704938.97077591,1228032.62871143
2689132.61528585,1281351.66035059
2644599.8356058,1120479.68935178
2591332.16060047,1106046.36227633
2716922.09738882,1092833.55749327
2711974.88166453,1223696.71042983
2552685.63546358,1132951.40600554
2616148.80142627,1091654.30935689
2537783.82922472,1150733.44220487
2553870.30448553,1145547.71824699
2750574.28720779,1205002.32070533
2571365.75856791,1145864.2431702
2671213.76550283,1243998.68460278
2679790.9936701,1244634.37926956
2623987.20339011,1097001.9573409
2540359.32645362,1151163.69124087
2589229.30033469,1150795.14322239
2678899.53820141,1212351.41532654
2594437.31315521,1120275.25246529
2540274.29300234,1162974.5885718
2537607.83894211,1152332.91087861
2684099.05455787,1245259.33353172
2561687.14332107,1204531.26594582
2733994.50951374,1147204.37424495
2679497.9252683,1244939.22067151
2744169.49568429,1260080.12181624
2717167.70272707,1095815.45438105
2621234.89776192,1092951.33441545
2546501.31011288,1170379.15653648
2646276.67479947,1164362.74964239
2684346.76574272,1163441.07746173
2646653.38052187,1182051.64685913
2672061.551597,1183314.75321583
2692350.80774557,1167813.01730898
2624017.77196021,1227743.49879016
2674803.66468562,1209228.00879082
2593067.0634837,1111906.347777
2703867.39101989,1113781.47083841
2554416.15971536,1122139.72454239
2741292.00534835,1188945.18076536
2500729.34111626,1119346.6069987
2578393.20081844,1133181.38945804
2580347.96450317,1092692.80109936
2643716.23865225,1163189.87874846
2516416.26328542,1172578.75380098
2664102.39564584,1193506.46575432
2722567.13850166,1116804.35168888
2577396.76113905,1147483.99641379
2785944.03404409,1145458.19989779
2682838.5384903,1245959.55500079
2722020.61045808,1125328.53387547
2674885.22840615,1212430.16924669
2527689.0611156,1167592.30408989
2683255.69641735,1247480.06710406
2565295.23935623,1132463.92809924
2693962.49463371,1112312.30040906
2500721.77815198,1119835.25774021
2669222.7414078,1153040.96341121
2752198.09462097,1236339.19681704
2614606.07128415,1178786.91807505
2616321.39783282,1231549.30811554
2500644.76917161,1117877.41299463
2669507.40178357,1209664.36816391
2650279.42206379,1141903.86673541
2758997.11779618,1208551.81518151
2754517.87813395,1242260.16319521
2604315.72098707,1136348.83757062
2716960.50579205,1264237.62093245
2636276.25214822,1158004.23377327
2669509.02471683,1171974.99464699
2683297.8430602,1247480.21458814
2623954.64447292,1096675.88440804
2501624.08240155,1118249.30655503
2732106.39151847,1160791.38222896
2672721.1433799,1147709.40732237
2689021.04084072,1194353.24591792
2668871.77314471,1157497.74950841
2668789.80592787,1158302.37132453
2582959.00760523,1100904.06644108
2811224.83761764,1184154.60644071
2588602.52350965,1149866.18242303
2634006.06931882,1086269.25250472
2750422.10997304,1234612.47838805
2595564.60046608,1121617.74203841
2747799.88774089,1236740.85198507
2738038.79486651,1140168.03019342
2664049.17071567,1206053.33692945
2608430.77299904,1265060.18808328
2640395.29898905,1160219.58394877
2717066.39218354,1146154.87973073
2668496.81472568,1206763.12242008
2719855.67737359,1096456.96223488
2675207.61455704,1180444.81560525
2644892.41267865,1177270.53128989
2744344.70692112,1271479.43881989
2711756.07747117,1194489.72024309
2669004.98242179,1157175.09521301
2652180.1673826,1168793.426472
2644661.4249379,1248793.59328354
2517711.85985012,1150417.80341468
2824639.66297215,1175865.88054944
2618341.4763791,1149525.80755437
2638508.51094095,1162350.20791187
2784731.20096081,1152357.62030442
2545534.43636215,1197984.56491432
2747323.32731789,1235783.13884437
2684157.43321732,1245261.60746984
2563334.8426136,1103230.87408338
2572568.9173594,1159164.50334606
2717219.01396703,1238447.97270594
2625128.05904436,1092496.90269332
2664155.72837605,1195142.3271485
2681013.38654092,1240325.4063724
2540164.81822249,1150815.992068
2696877.0850921,1261358.69764398
2500368.3569585,1118084.75496234
2773948.40148891,1173933.83384464
2676952.55231814,1224227.50400338
2638204.02991334,1106740.52508633
2666634.78408209,1210775.62571001
2559723.32212119,1142643.8727791
2644650.53345761,1164705.08584928
2559364.22196258,1142222.07205559
2675338.91315611,1180360.63621339
2690300.13174933,1195000.94070586
2765304.41970454,1187162.65468617
2717638.31647479,1095880.58669147
2683039.25314409,1151261.18879995
2673334.80978296,1182874.3797513
2640226.58651798,1159502.3073523
2783738.76282567,1188684.89996544
2560652.19303341,1140940.8630776
2749159.7738876,1244075.79408693
2673173.80775174,1208043.17606359
2565819.01778446,1140189.81344129
2609211.63506348,1192858.99668518
2670854.27099012,1157245.6134275
2673143.96018859,1254386.40656848
2684240.25170127,1245266.89783618
2609903.07145574,1143443.92377144
2631997.05944253,1168585.93783776
2719690.00182768,1091716.16174882
2538080.51660832,1153146.79895414
2655187.78555899,1185857.99248053
2799501.35447166,1139127.96722766
2825544.81414154,1193599.736006
2759217.2044584,1191688.14559271
2688571.15809662,1173592.30337667
2577344.98553069,1188419.52181095
2547018.52073766,1148781.07045611
2600325.04468274,1145183.98107105
2537770.24839108,1150808.17877174
2668995.41711893,1198203.89344963
2500902.97317318,1118465.4332114
