covariate,species,avg_importance,covariate_long,attribute,radius_m
ch_edaphic_eivdescombes_pixel_d_1500,Bryonia dioica,0.0944081058858204,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Cyclamen purpurascens,0.140545962076242,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Oxytropis helvetica,0.319244314005228,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Calamintha nepeta,0.368662136090162,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Peucedanum venetum,0.164108985688071,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Androsace septentrionalis,0.399297279459284,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Fumana ericoides,0.387178943239941,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Fumaria capreolata,0.173971335560798,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Scleroderma verrucosum,0.217882914492077,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Limodorum abortivum,0.0726056580105202,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Nephroma resupinatum,0.184163680057608,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Torilis arvensis,0.0630622506868602,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Dianthus deltoides,0.250666626681193,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Boletus depilatus,0.371341374393428,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Zebrina detrita,0.179272672480709,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Fraxinus ornus,0.117936088923639,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Tulasnella eichleriana,0.311369958283885,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Xerocomus armeniacus,0.140315031520222,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Rosa tomentella,0.234646024660736,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Verbascum pulverulentum,0.106151108566193,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Boletus fechtneri,0.305558527206252,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Cuscuta epithymum,0.152208661335682,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Naucoria subconspersa,0.0714529668683282,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Rosa agrestis,0.219353761124394,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Agrimonia eupatoria,0.142480309609659,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Vaccinium uliginosum,0.177289238333048,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Anacamptis pyramidalis pyramidalis,0.108087458737692,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Pimpinella saxifraga,0.200052139909432,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Alchemilla alpina,0.2658497310675,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Lecanora albella,0.172167433245506,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Potentilla alba,0.167219477998371,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Gagea minima,0.278574353811982,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Erysimum cheiri,0.418736704658749,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Veratrum nigrum,0.157256664478407,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Boletus queletii,0.246326935554196,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Rinodina pyrina,0.387041390758753,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Gnaphalium luteoalbum,0.295550178557707,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Russula faginea,0.131010175881577,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Inula britannica,0.32469910790696,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Chalciporus amarellus,0.311801723843438,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Trinia glauca,0.0963728231645181,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Myricaria germanica,0.207545447208473,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Astragalus cicer,0.242327434809651,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Stipa eriocaulis,0.166084510004275,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Aquilegia alpina,0.195935603999462,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Pohlia melanodon,0.0763531830020809,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Bondarzewia mesenterica,0.175053459782546,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hypnum jutlandicum,0.117988893397982,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Anchusa officinalis,0.130917223651807,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Isatis tinctoria,0.22111648653244,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Trichophorum pumilum,0.287764795047545,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hepatica nobilis,0.112520638505808,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Cynoglossum officinale,0.0903632859708888,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Omphalina pyxidata,0.103461757960648,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hieracium caespitosum,0.187479076272739,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Helleborus viridis,0.143860530773261,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Phellinus contiguus,0.29494978603326,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Gentiana clusii,0.257828866350463,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Ophrys insectifera,0.198385388633167,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Orobanche teucrii,0.14746692906504,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Phlyctis agelaea,0.139995420706891,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Parietaria officinalis,0.132748457958017,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Clematis vitalba,0.238961819331819,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Dactylorhiza incarnata,0.140641233900454,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Cydonia oblonga,0.19152394734557,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Usnea ceratina,0.314593361967014,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Ornithogalum pyrenaicum,0.100991914710987,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Aster linosyris,0.178167801846033,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Viola pyrenaica,0.216410243456711,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Clavulicium macounii,0.409948719956291,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Arenaria grandiflora,0.277294355791232,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Melampyrum arvense,0.316535181319752,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Fissidens exilis,0.584930760487753,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Aceras anthropophorum,0.0911508578210479,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Teucrium botrys,0.148596153508706,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Adonis aestivalis,0.293089846384479,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Papaver argemone,0.099629610018843,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Matteuccia struthiopteris,0.191322794233582,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Nigritella austriaca,0.291042561723851,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Bothriochloa ischaemum,0.222948581201196,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Arabis serpillifolia,0.179931471762042,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Orobanche arenaria,0.371003893979508,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Fumaria vaillantii,0.243483045403697,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Tanacetum corymbosum,0.219051848881015,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Helianthemum nummularium,0.163381276413452,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Gloeocystidiellum lactescens,0.307436928653693,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Cerastium glutinosum,0.148255763322635,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Sedum telephium,0.117750212345924,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Linaria angustissima,0.457675383099187,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Epipactis microphylla,0.143290297312442,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Eriophorum vaginatum,0.156731431683429,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Stachys annua,0.263525906841287,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hyssopus officinalis,0.323048810967451,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Theodoxus fluviatilis,0.196214214718512,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Sphagnum fuscum,0.303186506623744,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Lactuca virosa,0.361939377998676,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hypnum bambergeri,0.317211863693065,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Ulota coarctata,0.421485501280787,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Rosa gallica,0.34092652496667,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Trifolium aureum,0.224410474130145,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Viola hirta,0.125480410000652,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Suillus plorans,0.386571991066764,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hericium flagellum,0.139190790213007,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Zea mays,0.066832964459554,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Usnea filipendula,0.331511974892618,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hygrocybe coccineocrenata,0.26845319839348,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Malus sylvestris,0.141104646688851,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Lathyrus hirsutus,0.389796601944491,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Lauria cylindracea,0.164942574415847,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Genista germanica,0.334127805149787,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Ochrolechia turneri,0.265536942078791,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Trichoglossum hirsutum,0.186779052921846,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Trientalis europaea,0.044000134931252,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hypogymnia vittata,0.32242725977573,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Hygrocybe laeta,0.415288444251195,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Thymus longicaulis,0.333364178625497,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Echium vulgare,0.138455595309234,soil aeration,"",1500
ch_edaphic_eivdescombes_pixel_d_1500,Helleborus niger,0.208602627171264,soil aeration,"",1500
